grid_id	x	y	agb_ton_ha
247	573836.707199999	1476918.003	13.8
248	574144.327599999	1476916.52	14.96
249	574451.9483	1476915.04099999	15.39
250	574759.5692	1476913.56499999	15.5
251	575067.190199999	1476912.093	14.94
252	575374.811499999	1476910.624	15.5
253	575682.4331	1476909.15899999	14.43
254	575990.0548	1476907.69699999	15.52
255	576297.6768	1476906.239	13.7799999999999
256	576605.298999999	1476904.78399999	13.1999999999999
257	576912.9215	1476903.333	10.94
258	577220.5441	1476901.88599999	15.68
259	577528.167	1476900.442	18.12
260	577835.79	1476899.00099999	17.7199999999999
261	578143.413399999	1476897.564	13.2899999999999
262	578451.036899999	1476896.131	10.15
263	578758.660599999	1476894.70099999	11.0
264	579066.2846	1476893.27399999	12.47
265	579373.908799999	1476891.851	19.71
266	579681.5333	1476890.432	17.1299999999999
267	579989.158	1476889.016	14.8
268	580296.783	1476887.604	13.56
269	580604.4081	1476886.195	12.91
270	580912.0335	1476884.789	16.5399999999999
271	581219.6591	1476883.388	19.5599999999999
272	581527.284899999	1476881.989	14.15
273	581834.910999999	1476880.59499999	13.66
274	582142.537299999	1476879.20299999	8.94
275	582450.163799999	1476877.816	10.1
279	567378.305199999	1477255.61899999	6.69
280	567685.917699999	1477254.063	15.52
281	567993.5304	1477252.51	9.63
282	568301.143299999	1477250.95999999	7.56
283	568608.7565	1477249.414	10.32
284	568916.369799999	1477247.87199999	10.67
285	569223.9834	1477246.333	10.96
286	569531.5971	1477244.79799999	13.19
287	569839.2112	1477243.266	11.96
288	570146.8253	1477241.73699999	11.46
289	570454.439699999	1477240.212	10.84
290	570762.054299999	1477238.691	12.3699999999999
291	571069.6691	1477237.17299999	10.17
292	571377.2841	1477235.65899999	13.05
293	571684.8993	1477234.148	15.97
294	571992.5147	1477232.641	8.93
295	572300.1304	1477231.137	13.5299999999999
296	572607.746299999	1477229.637	19.2199999999999
297	572915.3623	1477228.13999999	18.7399999999999
298	573222.978699999	1477226.647	18.7399999999999
299	573530.595199999	1477225.158	18.77
300	573838.211899999	1477223.671	18.3799999999999
301	574145.8288	1477222.189	11.72
302	574453.445999999	1477220.70999999	13.3
303	574761.0633	1477219.23399999	13.77
304	575068.6809	1477217.762	13.23
305	575376.2987	1477216.29399999	10.4499999999999
306	575683.916699999	1477214.82899999	11.47
307	575991.535	1477213.367	11.14
308	576299.1535	1477211.90899999	11.05
309	576606.7722	1477210.455	10.82
310	576914.3911	1477209.00399999	10.27
311	577222.010299999	1477207.557	8.22
312	577529.629599999	1477206.11299999	17.8
313	577837.249199999	1477204.67299999	17.62
314	578144.868999999	1477203.236	11.5399999999999
315	578452.4891	1477201.803	13.76
316	578760.1093	1477200.37299999	13.57
317	579067.729799999	1477198.94699999	23.4899999999999
318	579375.3506	1477197.52399999	25.17
319	579682.971499999	1477196.10499999	17.1499999999999
320	579990.5927	1477194.689	16.66
321	580298.2142	1477193.277	12.22
322	580605.8358	1477191.868	11.92
323	580913.457599999	1477190.46299999	15.64
324	581221.0797	1477189.06199999	11.6
325	581528.702099999	1477187.664	8.33
326	581836.3246	1477186.269	9.69
327	582143.947399999	1477184.878	10.6999999999999
328	582451.5705	1477183.49099999	10.71
331	567072.2743	1477562.84	10.31
332	567379.883099999	1477561.28	12.0399999999999
333	567687.492199999	1477559.72399999	10.41
334	567995.1014	1477558.171	11.1999999999999
335	568302.7108	1477556.62199999	8.0
336	568610.3205	1477555.07599999	14.49
337	568917.9303	1477553.53399999	12.2899999999999
338	569225.5404	1477551.995	18.2199999999999
339	569533.150699999	1477550.45999999	13.51
340	569840.7611	1477548.928	14.75
341	570148.371799999	1477547.39999999	12.67
342	570455.9827	1477545.875	10.8699999999999
343	570763.5938	1477544.354	15.18
344	571071.2051	1477542.83599999	8.33
345	571378.8166	1477541.32199999	9.58
346	571686.4283	1477539.81199999	14.31
347	571994.0402	1477538.30499999	11.77
348	572301.6524	1477536.80099999	16.51
349	572609.2648	1477535.30099999	18.07
350	572916.877399999	1477533.80499999	11.32
351	573224.4901	1477532.31199999	17.5399999999999
352	573532.103099999	1477530.82199999	17.5399999999999
353	573839.716299999	1477529.337	16.05
354	574147.329799999	1477527.854	16.77
355	574454.943399999	1477526.375	12.13
356	574762.557299999	1477524.89999999	9.57
357	575070.171399999	1477523.428	13.38
358	575377.7857	1477521.95999999	17.55
359	575685.4002	1477520.495	10.96
360	575993.015	1477519.03399999	10.23
361	576300.63	1477517.57599999	11.91
362	576608.2452	1477516.12199999	12.98
363	576915.8606	1477514.671	8.26
364	577223.4762	1477513.22399999	16.62
365	577531.0921	1477511.78099999	15.34
366	577838.708199999	1477510.341	23.42
367	578146.324499999	1477508.904	19.71
368	578453.940999999	1477507.47099999	15.31
369	578761.557799999	1477506.04099999	18.28
370	579069.1748	1477504.61499999	11.07
371	579376.792099999	1477503.19299999	11.5299999999999
372	579684.409499999	1477501.77399999	11.84
373	579992.0272	1477500.35899999	13.93
374	580299.645099999	1477498.94699999	9.71
375	580607.2632	1477497.53799999	9.19999999999999
376	580914.881599999	1477496.134	11.77
377	581222.5002	1477494.732	9.51
378	581530.118999999	1477493.334	8.14
379	581837.738099999	1477491.93999999	6.74
380	582145.357399999	1477490.549	8.91
381	582452.976999999	1477489.162	7.86
384	566766.250499999	1477870.06099999	14.64
385	567073.8556	1477868.49699999	10.41
386	567381.460899999	1477866.938	15.01
387	567689.0664	1477865.381	10.7799999999999
388	567996.6722	1477863.82899999	8.74
389	568304.278099999	1477862.28	12.0399999999999
390	568611.884199999	1477860.73399999	11.5299999999999
391	568919.4906	1477859.192	12.66
392	569227.097199999	1477857.654	15.5299999999999
393	569534.703899999	1477856.11899999	10.4
394	569842.3109	1477854.587	11.69
395	570149.9181	1477853.05899999	12.99
396	570457.5254	1477851.53499999	12.41
397	570765.133	1477850.01399999	9.02
398	571072.7408	1477848.496	14.09
399	571380.3488	1477846.982	12.59
400	571687.957	1477845.472	21.87
401	571995.5655	1477843.965	15.08
402	572303.1742	1477842.462	14.7899999999999
403	572610.783	1477840.962	9.52999999999999
404	572918.3921	1477839.466	14.47
405	573226.001399999	1477837.97299999	13.27
406	573533.610899999	1477836.48399999	13.27
407	573841.2206	1477834.99799999	14.77
408	574148.8305	1477833.516	13.07
409	574456.4407	1477832.03799999	10.1199999999999
410	574764.050999999	1477830.56199999	9.34
411	575071.661599999	1477829.091	14.09
412	575379.272499999	1477827.62299999	22.4499999999999
413	575686.883499999	1477826.158	10.8
414	575994.494799999	1477824.69699999	10.64
415	576302.1062	1477823.23999999	15.24
416	576609.7179	1477821.786	11.27
417	576917.329799999	1477820.33499999	10.67
418	577224.942	1477818.888	17.34
419	577532.554299999	1477817.445	16.9499999999999
420	577840.166899999	1477816.00499999	16.09
421	578147.779699999	1477814.56899999	12.73
422	578455.392699999	1477813.13599999	11.21
423	578763.006099999	1477811.70699999	17.09
424	579070.619599999	1477810.28099999	17.09
425	579378.233299999	1477808.85899999	15.48
426	579685.847199999	1477807.43999999	13.8699999999999
427	579993.4614	1477806.02499999	17.39
428	580301.075799999	1477804.61299999	9.34
429	580608.690399999	1477803.205	15.6199999999999
430	580916.3053	1477801.8	16.46
431	581223.920399999	1477800.39899999	16.62
432	581531.535799999	1477799.002	11.76
433	581839.1513	1477797.608	8.42
434	582146.7672	1477796.21699999	12.8
435	582454.3832	1477794.83	11.5
438	566767.8351	1478175.71399999	15.1199999999999
439	567075.436699999	1478174.151	11.3699999999999
440	567383.0385	1478172.59199999	13.63
441	567690.640499999	1478171.036	13.02
442	567998.242699999	1478169.483	8.3
443	568305.845199999	1478167.93399999	11.69
444	568613.4479	1478166.38899999	11.75
445	568921.0507	1478164.847	10.38
446	569228.653799999	1478163.30899999	17.01
447	569536.256999999	1478161.77399999	12.65
448	569843.860499999	1478160.243	10.2799999999999
449	570151.464099999	1478158.715	11.51
450	570459.067999999	1478157.191	11.68
451	570766.672099999	1478155.66999999	12.31
452	571074.2763	1478154.15299999	14.5299999999999
453	571381.880899999	1478152.63899999	15.84
454	571689.4856	1478151.12899999	19.0399999999999
455	571997.090599999	1478149.62199999	15.75
456	572304.6957	1478148.11899999	14.44
457	572612.3011	1478146.62	7.51
458	572919.906599999	1478145.124	19.93
459	573227.5124	1478143.631	21.4899999999999
460	573535.1184	1478142.14199999	21.4899999999999
461	573842.724599999	1478140.65699999	22.93
462	574150.331	1478139.175	12.02
463	574457.9377	1478137.69599999	13.2799999999999
464	574765.5446	1478136.22099999	13.09
465	575073.1517	1478134.75	23.42
466	575380.758999999	1478133.28199999	17.2899999999999
467	575688.3665	1478131.81799999	8.96
468	575995.9743	1478130.357	12.34
469	576303.582199999	1478128.89999999	13.19
470	576611.190399999	1478127.44599999	13.41
471	576918.798799999	1478125.996	10.59
472	577226.407499999	1478124.549	17.76
473	577534.0163	1478123.10599999	21.8999999999999
474	577841.6254	1478121.66599999	14.17
475	578149.2347	1478120.22999999	11.4
476	578456.844299999	1478118.79799999	12.8
477	578764.454099999	1478117.36899999	13.13
478	579072.064099999	1478115.94299999	9.3
479	579379.674299999	1478114.52099999	14.74
480	579687.284699999	1478113.10299999	13.57
481	579994.8954	1478111.688	11.63
482	580302.5063	1478110.276	19.14
483	580610.117399999	1478108.868	14.4
484	580917.7288	1478107.46399999	14.3599999999999
485	581225.340399999	1478106.063	9.33
486	581532.9523	1478104.66599999	15.3699999999999
487	581840.5644	1478103.272	10.81
488	582148.176699999	1478101.881	8.88
489	582455.789199999	1478100.495	7.34
490	582763.402	1478099.111	10.55
492	566461.821499999	1478482.92999999	15.69
493	566769.4194	1478481.364	9.11999999999999
494	567077.017499999	1478479.80099999	11.47
495	567384.615899999	1478478.242	8.99
496	567692.2144	1478476.68599999	8.89
497	567999.8131	1478475.134	7.55
498	568307.412099999	1478473.58499999	12.33
499	568615.011199999	1478472.04	14.63
500	568922.6106	1478470.49799999	9.84
501	569230.2101	1478468.95999999	11.68
502	569537.809899999	1478467.42599999	9.35
503	569845.4098	1478465.895	13.26
504	570153.01	1478464.367	15.27
505	570460.610299999	1478462.843	8.86999999999999
506	570768.210899999	1478461.323	11.5399999999999
507	571075.811699999	1478459.806	11.0299999999999
508	571383.4128	1478458.29199999	11.5399999999999
509	571691.013999999	1478456.78199999	23.0799999999999
510	571998.6154	1478455.276	17.66
511	572306.2171	1478453.773	21.2399999999999
512	572613.818899999	1478452.27399999	16.3
513	572921.420999999	1478450.77799999	25.28
514	573229.0232	1478449.286	19.14
515	573536.625699999	1478447.797	19.14
516	573844.2284	1478446.31099999	24.62
517	574151.8314	1478444.83	24.5599999999999
518	574459.434499999	1478443.35199999	16.4699999999999
519	574767.037899999	1478441.877	8.5
520	575074.6415	1478440.40599999	10.16
521	575382.245299999	1478438.938	6.8
522	575689.8493	1478437.47399999	10.1199999999999
523	575997.4536	1478436.01399999	19.8299999999999
524	576305.057999999	1478434.556	19.41
525	576612.662699999	1478433.10299999	11.4
526	576920.2676	1478431.65299999	22.66
527	577227.872699999	1478430.206	33.1199999999999
528	577535.478099999	1478428.76399999	25.6299999999999
529	577843.083699999	1478427.324	17.92
530	578150.689499999	1478425.888	13.2899999999999
531	578458.295599999	1478424.456	14.26
532	578765.9019	1478423.027	11.9499999999999
533	579073.508299999	1478421.60199999	12.82
534	579381.114999999	1478420.17999999	13.33
535	579688.721999999	1478418.762	17.1999999999999
536	579996.329099999	1478417.347	14.93
537	580303.936499999	1478415.93599999	24.5599999999999
538	580611.5442	1478414.52799999	12.2799999999999
539	580919.152099999	1478413.124	14.24
540	581226.7602	1478411.72299999	9.33
541	581534.368499999	1478410.32599999	15.3699999999999
542	581841.9771	1478408.932	10.81
543	582149.585899999	1478407.54199999	8.88
544	582457.1949	1478406.15599999	7.34
545	582764.8042	1478404.773	10.55
548	566463.409199999	1478788.577	8.49
549	566771.0036	1478787.01099999	10.96
550	567078.5982	1478785.448	8.23
551	567386.192999999	1478783.88899999	8.96
552	567693.7881	1478782.334	9.67
553	568001.383299999	1478780.78199999	12.13
554	568308.9788	1478779.233	11.1999999999999
555	568616.5744	1478777.688	16.1299999999999
556	568924.1702	1478776.147	13.73
557	569231.7663	1478774.60899999	12.31
558	569539.3625	1478773.074	13.67
559	569846.958899999	1478771.543	13.71
560	570154.555599999	1478770.016	11.55
561	570462.152499999	1478768.492	9.89
562	570769.749599999	1478766.972	11.4499999999999
563	571077.3469	1478765.455	16.42
564	571384.9444	1478763.942	17.43
565	571692.542099999	1478762.432	15.21
566	572000.14	1478760.92599999	17.7199999999999
567	572307.7382	1478759.42299999	15.75
568	572615.336499999	1478757.924	12.82
569	572922.9351	1478756.429	17.82
570	573230.533799999	1478754.93699999	13.75
571	573538.1328	1478753.448	13.75
572	573845.7321	1478751.96299999	14.14
573	574153.331499999	1478750.48099999	10.68
574	574460.931199999	1478749.003	11.55
575	574768.530999999	1478747.529	13.27
576	575076.131099999	1478746.05799999	15.02
577	575383.7314	1478744.591	11.3699999999999
578	575691.331899999	1478743.127	8.8
579	575998.932599999	1478741.66599999	13.75
580	576306.533599999	1478740.20999999	17.8799999999999
581	576614.134799999	1478738.756	19.35
582	576921.7362	1478737.307	20.51
583	577229.337799999	1478735.86	12.02
584	577536.939699999	1478734.418	12.94
585	577844.5418	1478732.97799999	15.38
586	578152.1441	1478731.543	10.41
587	578459.746599999	1478730.111	8.77
588	578767.349399999	1478728.682	10.66
589	579074.952399999	1478727.25699999	12.82
590	579382.555599999	1478725.83499999	13.33
591	579690.158999999	1478724.41699999	17.1999999999999
592	579997.762699999	1478723.003	14.93
593	580305.366599999	1478721.59199999	24.5599999999999
594	580612.970699999	1478720.18399999	12.2799999999999
595	580920.5751	1478718.78	14.24
596	581228.179699999	1478717.37999999	11.67
597	581535.7846	1478715.983	12.1999999999999
598	581843.389599999	1478714.59	9.0
599	582150.9949	1478713.19999999	9.03999999999999
600	582458.600399999	1478711.814	7.38
601	582766.2062	1478710.431	8.51
604	566464.9967	1479094.21999999	12.0399999999999
605	566772.587599999	1479092.654	15.76
606	567080.1787	1479091.09199999	14.1099999999999
607	567387.770099999	1479089.533	7.28
608	567695.361599999	1479087.97699999	13.72
609	568002.9533	1479086.42599999	9.69999999999999
610	568310.5452	1479084.877	12.83
611	568618.137299999	1479083.333	9.63
612	568925.7297	1479081.79099999	21.12
613	569233.3222	1479080.253	22.8
614	569540.914899999	1479078.719	18.2199999999999
615	569848.507899999	1479077.189	13.0
616	570156.101	1479075.661	16.71
617	570463.6944	1479074.138	13.73
618	570771.287999999	1479072.618	17.17
619	571078.881799999	1479071.101	19.6499999999999
620	571386.4758	1479069.58799999	15.48
621	571694.069999999	1479068.07899999	13.77
622	572001.6644	1479066.573	16.8799999999999
623	572309.2591	1479065.07	23.25
624	572616.853899999	1479063.57099999	12.64
625	572924.449	1479062.07599999	21.0
626	573232.0442	1479060.584	16.8999999999999
627	573539.6397	1479059.09599999	16.8999999999999
628	573847.235499999	1479057.611	20.77
629	574154.8314	1479056.12999999	11.3
630	574462.4276	1479054.652	14.5399999999999
631	574770.0239	1479053.178	24.37
632	575077.620499999	1479051.70699999	13.58
633	575385.2173	1479050.23999999	21.07
634	575692.814299999	1479048.776	17.34
635	576000.4115	1479047.316	15.77
636	576308.008999999	1479045.85899999	14.43
637	576615.6066	1479044.40599999	16.14
638	576923.204499999	1479042.95699999	20.51
639	577230.8027	1479041.51099999	12.02
640	577538.4011	1479040.06799999	12.94
641	577845.9997	1479038.62899999	15.38
642	578153.5984	1479037.19399999	10.41
643	578461.1975	1479035.762	8.77
644	578768.796699999	1479034.334	10.66
645	579076.396199999	1479032.90899999	13.6099999999999
646	579383.995899999	1479031.48699999	13.42
647	579691.5958	1479030.06899999	20.1299999999999
648	579999.195999999	1479028.655	17.0
649	580306.796399999	1479027.24399999	18.68
650	580614.397099999	1479025.837	14.02
651	580921.997899999	1479024.43399999	18.6099999999999
652	581229.599	1479023.033	8.63
653	581537.200399999	1479021.637	19.17
654	581844.801899999	1479020.24399999	13.99
655	582152.4037	1479018.854	9.27999999999999
656	582460.005699999	1479017.468	7.94
657	582767.608	1479016.08499999	9.4
660	566466.584	1479399.86	9.76
661	566774.171399999	1479398.29399999	13.33
662	567081.758999999	1479396.732	9.63
663	567389.3469	1479395.17299999	7.06
664	567696.934899999	1479393.618	8.16
665	568004.523099999	1479392.066	11.9499999999999
666	568312.111499999	1479390.51799999	8.10999999999999
667	568619.7001	1479388.97299999	15.05
668	568927.2889	1479387.432	19.07
669	569234.877899999	1479385.895	22.7399999999999
670	569542.467199999	1479384.361	13.6999999999999
671	569850.0566	1479382.83	18.5599999999999
672	570157.6463	1479381.304	19.3799999999999
673	570465.2362	1479379.78	17.1
674	570772.826299999	1479378.26	9.89
675	571080.416599999	1479376.74399999	14.66
676	571388.006999999	1479375.23099999	8.17
677	571695.5977	1479373.722	19.94
678	572003.188599999	1479372.216	23.57
679	572310.7798	1479370.71399999	21.53
680	572618.371099999	1479369.215	23.51
681	572925.962599999	1479367.71999999	15.24
682	573233.5544	1479366.22799999	24.48
683	573541.1465	1479364.73999999	18.37
684	573848.738699999	1479363.256	18.37
685	574156.331099999	1479361.77399999	25.3999999999999
686	574463.9237	1479360.297	14.5399999999999
687	574771.516599999	1479358.823	24.37
688	575079.109599999	1479357.35199999	13.58
689	575386.7029	1479355.885	21.07
690	575694.296399999	1479354.422	17.34
691	576001.890099999	1479352.962	15.77
692	576309.4841	1479351.506	14.43
693	576617.0783	1479350.053	16.14
694	576924.672699999	1479348.60299999	14.0
695	577232.267299999	1479347.158	9.46
696	577539.862199999	1479345.715	14.15
697	577847.4573	1479344.277	14.77
698	578155.0526	1479342.841	10.55
699	578462.648099999	1479341.40999999	9.8
700	578770.2438	1479339.982	13.97
701	579077.839799999	1479338.557	20.09
702	579385.435999999	1479337.13599999	21.98
703	579693.0324	1479335.718	21.8099999999999
704	580000.6291	1479334.304	20.12
705	580308.226	1479332.894	23.35
706	580615.823199999	1479331.48699999	15.0399999999999
707	580923.4205	1479330.083	11.3699999999999
708	581231.018099999	1479328.68299999	13.88
709	581538.615899999	1479327.287	18.35
710	581846.214	1479325.894	15.65
711	582153.8122	1479324.50499999	13.1
712	582461.410799999	1479323.11899999	9.82
713	582769.0095	1479321.736	12.35
716	566468.1711	1479705.496	11.58
717	566775.755	1479703.92999999	10.65
718	567083.339099999	1479702.368	9.96
719	567390.923399999	1479700.81	8.88
720	567698.507899999	1479699.25499999	7.16
721	568006.092599999	1479697.70299999	10.69
722	568313.677499999	1479696.155	14.1
723	568621.2626	1479694.611	9.75
724	568928.847999999	1479693.07	20.18
725	569236.4335	1479691.533	15.1999999999999
726	569544.019199999	1479689.999	15.26
727	569851.605199999	1479688.469	12.75
728	570159.1914	1479686.942	17.71
729	570466.777699999	1479685.41899999	12.14
730	570774.3643	1479683.89899999	17.57
731	571081.951099999	1479682.38299999	13.6099999999999
732	571389.537999999	1479680.871	19.68
733	571697.1252	1479679.361	16.78
734	572004.712599999	1479677.85599999	17.4699999999999
735	572312.3002	1479676.354	21.53
736	572619.888099999	1479674.85499999	23.51
737	572927.476099999	1479673.36	15.24
738	573235.0644	1479671.86899999	24.48
739	573542.652899999	1479670.381	18.37
740	573850.241599999	1479668.897	18.37
741	574157.8305	1479667.41599999	25.3999999999999
742	574465.419699999	1479665.938	18.51
743	574773.008999999	1479664.465	15.1099999999999
744	575080.5986	1479662.99399999	12.52
745	575388.1883	1479661.52799999	19.17
746	575695.7783	1479660.064	22.6
747	576003.3686	1479658.60499999	11.5399999999999
748	576310.959	1479657.14899999	13.44
749	576618.549699999	1479655.69599999	11.98
