grid_id	x	y	agb_ton_ha
1755	577880.9209	1486373.21699999	19.35
1756	578188.435399999	1486371.787	11.97
1757	578495.9501	1486370.36	20.8599999999999
1758	578803.464999999	1486368.93699999	16.27
1759	579110.980199999	1486367.51799999	17.17
1760	579418.4956	1486366.10199999	18.0399999999999
1761	579726.011199999	1486364.68999999	15.4499999999999
1762	580033.527099999	1486363.28099999	16.87
1763	580341.043199999	1486361.87599999	18.78
1764	580648.5596	1486360.47399999	15.4499999999999
1768	572654.7203	1486703.631	8.83
1769	572962.2275	1486702.141	24.8099999999999
1770	573269.7349	1486700.654	15.18
1771	573577.242599999	1486699.171	20.68
1772	573884.750499999	1486697.692	13.46
1773	574192.2587	1486696.216	10.48
1774	574499.766999999	1486694.74399999	12.42
1775	574807.275499999	1486693.27499999	13.71
1776	575114.7843	1486691.80899999	13.71
1777	575422.293199999	1486690.34799999	13.8
1778	575729.8024	1486688.88999999	11.0299999999999
1779	576037.311899999	1486687.435	8.57
1780	576344.821499999	1486685.98399999	12.41
1781	576652.331299999	1486684.536	16.18
1782	576959.8414	1486683.09199999	24.3599999999999
1783	577267.351799999	1486681.652	18.12
1784	577574.862399999	1486680.215	15.82
1785	577882.373099999	1486678.78099999	21.05
1786	578189.8841	1486677.35199999	15.42
1787	578497.395299999	1486675.925	15.41
1788	578804.9067	1486674.503	18.75
1789	579112.418399999	1486673.083	18.4699999999999
1790	579419.930199999	1486671.668	23.3999999999999
1791	579727.4424	1486670.256	16.17
1792	580034.9547	1486668.847	14.64
1793	580342.4673	1486667.442	15.76
1794	580649.980199999	1486666.04099999	20.94
1798	572963.735899999	1487007.698	24.5399999999999
1799	573271.239799999	1487006.212	17.21
1800	573578.743999999	1487004.729	11.65
1801	573886.2484	1487003.25	9.93
1802	574193.753	1487001.77499999	11.3599999999999
1803	574501.2578	1487000.30199999	10.0
1804	574808.7628	1486998.834	13.02
1805	575116.268	1486997.36899999	13.02
1806	575423.773399999	1486995.90699999	9.71
1807	575731.2791	1486994.449	11.81
1808	576038.785	1486992.995	17.6499999999999
1809	576346.2911	1486991.54399999	17.89
1810	576653.797499999	1486990.097	11.55
1811	576961.304099999	1486988.65299999	17.01
1812	577268.8109	1486987.21299999	19.7899999999999
1813	577576.3179	1486985.776	23.77
1814	577883.8251	1486984.343	19.0799999999999
1815	578191.332599999	1486982.91299999	20.8
1816	578498.8403	1486981.48699999	13.89
1817	578806.3482	1486980.06499999	13.94
1818	579113.856299999	1486978.64599999	14.41
1819	579421.3647	1486977.22999999	17.35
1820	579728.873299999	1486975.81799999	13.33
1821	580036.3821	1486974.40999999	15.26
1822	580343.891199999	1486973.00499999	13.82
1823	580651.400499999	1486971.604	17.3299999999999
1827	573272.7445	1487311.76699999	12.48
1828	573580.245099999	1487310.28399999	11.88
1829	573887.746	1487308.80499999	9.74
1830	574195.246999999	1487307.33	12.94
1831	574502.748299999	1487305.858	13.83
1832	574810.249799999	1487304.38899999	20.8099999999999
1833	575117.7515	1487302.925	20.8099999999999
1834	575425.2534	1487301.46299999	11.9499999999999
1835	575732.7556	1487300.00499999	11.39
1836	576040.258	1487298.55099999	14.9
1837	576347.7606	1487297.101	16.2199999999999
1838	576655.2634	1487295.654	13.23
1839	576962.7665	1487294.20999999	10.72
1840	577270.269699999	1487292.77	18.0399999999999
1841	577577.7732	1487291.334	27.8299999999999
1842	577885.2769	1487289.901	16.39
1843	578192.7809	1487288.47099999	23.14
1844	578500.285	1487287.04499999	19.5399999999999
1845	578807.7894	1487285.62299999	14.14
1846	579115.293999999	1487284.20399999	20.8599999999999
1847	579422.7989	1487282.789	13.38
1848	579730.304	1487281.377	12.08
1849	580037.809299999	1487279.969	13.57
1850	580345.3148	1487278.56499999	16.4499999999999
1851	580652.820599999	1487277.164	14.56
1854	573274.2489	1487617.31799999	11.96
1855	573581.746	1487615.83499999	11.13
1856	573889.243299999	1487614.357	9.36999999999999
1857	574196.740899999	1487612.881	7.62
1858	574504.2386	1487611.40999999	12.38
1859	574811.736599999	1487609.941	9.94
1860	575119.234799999	1487608.47699999	9.94
1861	575426.7332	1487607.016	10.97
1862	575734.231799999	1487605.55799999	14.44
1863	576041.730699999	1487604.104	11.16
1864	576349.229799999	1487602.654	8.81
1865	576656.729099999	1487601.20699999	9.52999999999999
1866	576964.2286	1487599.76399999	13.44
1867	577271.728299999	1487598.324	14.81
1868	577579.228299999	1487596.888	17.23
1869	577886.728499999	1487595.455	25.4499999999999
1870	578194.228899999	1487594.026	19.8599999999999
1871	578501.7295	1487592.6	27.14
1872	578809.2304	1487591.178	18.6499999999999
1873	579116.731499999	1487589.76	17.67
1874	579424.232899999	1487588.34499999	19.3
1875	579731.7345	1487586.93299999	18.1
1876	580039.2362	1487585.52499999	16.91
1877	580346.7382	1487584.121	18.8799999999999
1878	580654.240499999	1487582.71999999	12.8
1880	573583.2467	1487921.38299999	14.64
1881	573890.740499999	1487919.905	11.1
1882	574198.2345	1487918.42999999	12.6099999999999
1883	574505.728699999	1487916.958	11.13
1884	574813.2232	1487915.48999999	12.59
1885	575120.717799999	1487914.026	12.59
1886	575428.2127	1487912.56499999	11.96
1887	575735.7079	1487911.108	16.8099999999999
1888	576043.203199999	1487909.654	7.1
1889	576350.6988	1487908.20399999	8.08
1890	576658.194499999	1487906.75699999	10.73
1891	576965.6905	1487905.314	8.94
1892	577273.186699999	1487903.874	13.68
1893	577580.683199999	1487902.438	14.38
1894	577888.1798	1487901.006	21.0
1895	578195.676699999	1487899.577	25.3999999999999
1896	578503.1739	1487898.151	27.14
1897	578810.671199999	1487896.72999999	18.6499999999999
1898	579118.168799999	1487895.31099999	17.67
1899	579425.666599999	1487893.897	19.3
1900	579733.164699999	1487892.485	18.1
1901	580040.662899999	1487891.07799999	16.91
1902	580348.161399999	1487889.674	18.8799999999999
1903	580655.660099999	1487888.273	12.8
1906	574199.7279	1488223.97399999	11.73
1907	574507.2186	1488222.503	11.88
1908	574814.709499999	1488221.03499999	10.01
1909	575122.2007	1488219.57099999	13.41
1910	575429.692099999	1488218.111	13.41
1911	575737.1837	1488216.654	9.38
1912	576044.6755	1488215.19999999	7.56
1913	576352.167499999	1488213.75	8.08
1914	576659.6598	1488212.304	10.73
1915	576967.1522	1488210.861	8.94
1916	577274.644899999	1488209.421	13.68
1917	577582.1378	1488207.985	14.38
1918	577889.631	1488206.553	21.0
1919	578197.1243	1488205.125	25.3999999999999
1920	578504.618	1488203.699	17.09
1921	578812.111799999	1488202.27799999	17.6999999999999
1922	579119.605899999	1488200.86	14.31
1923	579427.1001	1488199.445	16.1499999999999
1924	579734.594599999	1488198.03399999	16.59
1925	580042.0894	1488196.627	14.91
1926	580349.584299999	1488195.22299999	16.4899999999999
1929	574201.221099999	1488529.516	11.73
1930	574508.7083	1488528.04499999	11.88
1931	574816.1957	1488526.577	10.01
1932	575123.683399999	1488525.11299999	13.41
1933	575431.171199999	1488523.65299999	13.41
1934	575738.6593	1488522.19599999	9.38
1935	576046.147499999	1488520.743	7.56
1936	576353.636	1488519.293	13.89
1937	576661.124799999	1488517.847	14.1999999999999
1938	576968.613699999	1488516.404	10.94
1939	577276.1029	1488514.965	11.96
1940	577583.592199999	1488513.529	16.6499999999999
1941	577891.081899999	1488512.097	20.32
1942	578198.5718	1488510.66899999	17.4899999999999
1943	578506.061899999	1488509.24399999	19.18
1944	578813.5522	1488507.82199999	22.3
1945	579121.042699999	1488506.405	14.99
1946	579428.533399999	1488504.98999999	14.57
1947	579736.024399999	1488503.57899999	12.91
1948	580043.5156	1488502.172	18.1
1949	580351.006999999	1488500.769	16.3999999999999
1952	574202.714099999	1488835.054	13.21
1953	574510.197799999	1488833.583	14.13
1954	574817.681699999	1488832.11499999	12.0399999999999
1955	575125.165799999	1488830.652	10.49
1956	575432.650099999	1488829.192	10.49
1957	575740.134599999	1488827.735	9.47
1958	576047.619399999	1488826.28199999	7.56
1959	576355.104399999	1488824.83199999	10.48
1960	576662.5895	1488823.38599999	15.46
1961	576970.0749	1488821.94399999	13.09
1962	577277.560599999	1488820.50499999	7.72
1963	577585.0465	1488819.07	18.8599999999999
1964	577892.5326	1488817.638	18.8
1965	578200.018999999	1488816.209	15.5
1966	578507.505499999	1488814.78499999	24.67
1967	578814.9923	1488813.364	13.96
1968	579122.479199999	1488811.94599999	14.91
1969	579429.966499999	1488810.53199999	15.0299999999999
1970	579737.453899999	1488809.121	23.85
1971	580044.9416	1488807.71399999	16.4899999999999
1972	580352.429499999	1488806.31099999	14.98
1974	573896.726999999	1489142.06199999	9.84
1975	574204.206899999	1489140.58799999	9.96
1976	574511.687099999	1489139.117	11.06
1977	574819.1674	1489137.64999999	13.1
1978	575126.648	1489136.18699999	12.65
1979	575434.128799999	1489134.72699999	12.65
1980	575741.609799999	1489133.27	11.66
1981	576049.091	1489131.81799999	7.63
1982	576356.572399999	1489130.368	8.34
1983	576664.054099999	1489128.922	13.24
1984	576971.535999999	1489127.47999999	14.18
1985	577279.018099999	1489126.04099999	14.25
1986	577586.500499999	1489124.60599999	25.26
1987	577893.983099999	1489123.175	27.57
1988	578201.465899999	1489121.74699999	26.96
1989	578508.948899999	1489120.32199999	15.7899999999999
1990	578816.432099999	1489118.901	13.3699999999999
1991	579123.915599999	1489117.48399999	11.85
1992	579431.3993	1489116.07	13.21
1993	579738.8832	1489114.65999999	11.4499999999999
1994	580046.367399999	1489113.253	13.8699999999999
1997	573898.223099999	1489447.593	13.8
1998	574205.699499999	1489446.11899999	11.8
1999	574513.1761	1489444.64899999	10.16
2000	574820.652899999	1489443.182	8.84
2001	575128.13	1489441.718	11.0299999999999
2002	575435.607199999	1489440.259	11.0299999999999
2003	575743.0847	1489438.80199999	10.3699999999999
2004	576050.5624	1489437.35	8.17
2005	576358.040299999	1489435.901	12.3699999999999
2006	576665.5185	1489434.455	11.25
2007	576972.9969	1489433.013	13.44
2008	577280.475499999	1489431.57499999	16.27
2009	577587.954299999	1489430.13999999	16.8999999999999
2010	577895.4333	1489428.708	18.92
2011	578202.9126	1489427.28099999	29.82
2012	578510.3921	1489425.85599999	14.98
2013	578817.871799999	1489424.43599999	18.9499999999999
2014	579125.351699999	1489423.01799999	13.1
2015	579432.831899999	1489421.60499999	10.99
2016	579740.312299999	1489420.195	12.99
2017	580047.7929	1489418.78799999	10.01
2020	573899.719	1489753.12	9.22
2021	574207.191899999	1489751.64599999	14.59
2022	574514.664899999	1489750.17599999	14.7799999999999
2023	574822.1382	1489748.70999999	10.13
2024	575129.6117	1489747.24699999	12.96
2025	575437.085399999	1489745.787	10.6099999999999
2026	575744.5594	1489744.331	10.6099999999999
2027	576052.033599999	1489742.87899999	11.51
2028	576359.508	1489741.42999999	10.85
2029	576666.982599999	1489739.98399999	10.21
2030	576974.4575	1489738.543	19.3299999999999
2031	577281.932499999	1489737.104	18.3
2032	577589.4078	1489735.66999999	17.27
2033	577896.883299999	1489734.23799999	17.51
2034	578204.3591	1489732.81099999	29.18
2035	578511.834999999	1489731.387	25.07
2036	578819.311199999	1489729.966	19.4899999999999
2037	579126.7876	1489728.549	10.4
2038	579434.2643	1489727.13599999	11.71
2039	579741.7412	1489725.726	12.06
2040	580049.218299999	1489724.32	10.13
2043	573901.2147	1490058.644	11.52
2044	574208.684	1490057.171	8.6
2045	574516.1535	1490055.70099999	9.34
2046	574823.623299999	1490054.23399999	9.44999999999999
2047	575131.093299999	1490052.77099999	10.72
2048	575438.563399999	1490051.31199999	20.01
2049	575746.0339	1490049.85599999	20.01
2050	576053.5045	1490048.404	25.43
2051	576360.975399999	1490046.955	19.82
2052	576668.446499999	1490045.51	16.55
2053	576975.9179	1490044.06899999	11.8
2054	577283.389399999	1490042.631	17.94
2055	577590.861099999	1490041.19599999	22.76
2056	577898.3331	1490039.76499999	20.62
2057	578205.8053	1490038.33799999	25.92
2058	578513.2778	1490036.914	27.9499999999999
2059	578820.7504	1490035.49399999	24.98
2060	579128.223299999	1490034.077	17.1999999999999
2061	579435.696499999	1490032.664	15.99
2062	579743.1698	1490031.25399999	8.89
2063	580050.643399999	1490029.84799999	12.5299999999999
2065	573595.2445	1490365.641	15.21
2066	573902.7101	1490364.164	11.31
2067	574210.1759	1490362.691	10.4
2068	574517.6419	1490361.22099999	12.3599999999999
2069	574825.108099999	1490359.75499999	7.82
2070	575132.5746	1490358.29199999	17.82
2071	575440.0413	1490356.833	23.53
2072	575747.5082	1490355.378	23.53
2073	576054.9753	1490353.92599999	23.25
2074	576362.4427	1490352.47699999	18.0599999999999
2075	576669.9102	1490351.03199999	24.48
2076	576977.378	1490349.591	13.2799999999999
2077	577284.846	1490348.15299999	14.4
2078	577592.3142	1490346.719	22.14
2079	577899.782699999	1490345.28799999	16.93
2080	578207.2513	1490343.861	17.5399999999999
2081	578514.7203	1490342.438	21.7199999999999
2082	578822.1894	1490341.01799999	14.46
2083	579129.658799999	1490339.601	17.68
2084	579437.1284	1490338.188	21.23
2085	579744.5982	1490336.779	10.8699999999999
2086	580052.0683	1490335.37299999	12.6
2089	573596.743299999	1490671.158	15.08
2090	573904.2053	1490669.681	11.3
2091	574211.6676	1490668.208	8.16
2092	574519.130099999	1490666.739	9.51
2093	574826.592799999	1490665.273	9.67
2094	575134.0557	1490663.81	20.09
2095	575441.5189	1490662.351	21.59
2096	575748.9823	1490660.89599999	21.59
2097	576056.445799999	1490659.44399999	14.09
2098	576363.909699999	1490657.996	16.48
2099	576671.373699999	1490656.55099999	17.5799999999999
2100	576978.8379	1490655.11	17.5
2101	577286.3024	1490653.67299999	13.02
2102	577593.7671	1490652.239	14.08
2103	577901.231999999	1490650.80799999	22.57
2104	578208.6972	1490649.381	29.94
2105	578516.162499999	1490647.958	19.6
2106	578823.6282	1490646.53799999	30.2199999999999
2107	579131.094099999	1490645.12199999	34.7899999999999
2108	579438.5601	1490643.709	15.76
2109	579746.026399999	1490642.3	15.93
2110	580053.492899999	1490640.894	10.67
2113	573598.241799999	1490976.671	9.98
2114	573905.7003	1490975.195	14.64
2115	574213.1591	1490973.722	8.44
2116	574520.618	1490972.253	8.53999999999999
2117	574828.0772	1490970.787	13.72
2118	575135.536599999	1490969.32499999	10.19
2119	575442.996299999	1490967.86599999	23.64
2120	575750.456099999	1490966.411	23.64
2121	576057.9161	1490964.959	21.37
2122	576365.376399999	1490963.51099999	26.16
2123	576672.836899999	1490962.067	28.82
2124	576980.2976	1490960.62599999	19.87
2125	577287.758599999	1490959.188	14.6199999999999
2126	577595.2197	1490957.75499999	12.75
2127	577902.6811	1490956.324	14.96
2128	578210.1428	1490954.898	25.53
2129	578517.6047	1490953.475	16.46
2130	578825.066699999	1490952.05499999	19.42
2131	579132.528999999	1490950.63899999	22.8299999999999
2132	579439.991599999	1490949.22699999	15.6
2133	579747.454299999	1490947.81799999	17.94
2134	580054.917299999	1490946.412	14.71
2137	573599.7401	1491282.181	7.4
2138	573907.1951	1491280.705	12.65
2139	574214.650299999	1491279.232	12.89
2140	574522.1058	1491277.763	10.41
2141	574829.5614	1491276.297	13.42
2142	575137.017299999	1491274.83499999	8.78999999999999
2143	575444.4734	1491273.377	12.13
2144	575751.929699999	1491271.922	12.13
2145	576059.386199999	1491270.47099999	12.24
2146	576366.842999999	1491269.023	22.0
2147	576674.299899999	1491267.57899999	14.63
2148	576981.7571	1491266.138	10.91
2149	577289.2145	1491264.70099999	12.47
2150	577596.6722	1491263.26699999	17.3799999999999
2151	577904.130099999	1491261.837	13.25
2152	578211.588199999	1491260.411	19.0599999999999
2153	578519.0465	1491258.98799999	20.46
2154	578826.505	1491257.56899999	24.78
2155	579133.9638	1491256.15299999	24.57
2156	579441.422799999	1491254.73999999	30.5799999999999
2157	579748.881999999	1491253.33199999	16.23
2158	580056.341499999	1491251.92699999	14.8
2160	573293.787	1491589.16699999	8.56
2161	573601.2382	1491587.68699999	7.39
2162	573908.689699999	1491586.21099999	8.58
2163	574216.141399999	1491584.739	12.34
2164	574523.593299999	1491583.27	10.85
2165	574831.045399999	1491581.80499999	8.81
2166	575138.4978	1491580.343	10.93
2167	575445.9503	1491578.885	8.36999999999999
2168	575753.403099999	1491577.42999999	12.59
2169	576060.856099999	1491575.979	12.59
2170	576368.309299999	1491574.53099999	13.64
2171	576675.762699999	1491573.087	9.78999999999999
2172	576983.2164	1491571.647	10.33
2173	577290.670299999	1491570.20999999	14.88
2174	577598.124399999	1491568.776	10.73
2175	577905.5788	1491567.347	9.92
2176	578213.0333	1491565.91999999	19.59
2177	578520.488099999	1491564.49799999	27.62
2178	578827.9431	1491563.07899999	23.1
2179	579135.3983	1491561.66299999	24.02
2180	579442.8538	1491560.25099999	19.93
2181	579750.309499999	1491558.843	15.38
2182	580057.7654	1491557.438	11.82
2185	573295.288399999	1491894.66899999	10.93
2186	573602.736099999	1491893.18999999	8.8
2187	573910.184099999	1491891.71399999	7.32
2188	574217.6323	1491890.242	9.35999999999999
2189	574525.080599999	1491888.773	13.33
2190	574832.529199999	1491887.30799999	8.94999999999999
2191	575139.978	1491885.847	12.6
2192	575447.427	1491884.38899999	14.91
2193	575754.8763	1491882.93399999	10.31
2194	576062.3257	1491881.483	10.31
2195	576369.7754	1491880.036	10.26
2196	576677.2253	1491878.59199999	13.94
2197	576984.675399999	1491877.152	11.3699999999999
2198	577292.1258	1491875.715	9.81
2199	577599.5764	1491874.28199999	13.98
2200	577907.0272	1491872.85299999	14.57
2201	578214.4782	1491871.42699999	17.4699999999999
2202	578521.929499999	1491870.00399999	13.74
2203	578829.381	1491868.58499999	17.9899999999999
2204	579136.8327	1491867.16999999	23.17
2205	579444.2846	1491865.75799999	18.5599999999999
2206	579751.736799999	1491864.35	11.3599999999999
2207	580059.1892	1491862.945	14.71
2210	573296.7896	1492200.16899999	12.38
2211	573604.233899999	1492198.689	8.73
2212	573911.6783	1492197.21399999	8.31
2213	574219.122899999	1492195.742	8.33
2214	574526.5677	1492194.273	8.24
2215	574834.0128	1492192.80799999	7.08
2216	575141.457999999	1492191.347	7.57
2217	575448.9035	1492189.88899999	12.3599999999999
2218	575756.3492	1492188.435	10.69
2219	576063.795099999	1492186.98399999	10.69
2220	576371.241299999	1492185.537	11.83
2221	576678.6877	1492184.094	11.52
2222	576986.1343	1492182.654	12.5
2223	577293.581099999	1492181.21699999	16.1
2224	577601.028199999	1492179.78399999	11.51
2225	577908.475399999	1492178.35499999	13.84
2226	578215.9229	1492176.929	10.72
2227	578523.3706	1492175.50699999	18.3599999999999
2228	578830.818599999	1492174.08799999	19.27
2229	579138.266799999	1492172.67299999	23.53
2230	579445.715199999	1492171.262	18.78
2231	579753.163799999	1492169.854	16.62
2232	580060.6127	1492168.449	13.96
2235	573298.2907	1492505.664	10.82
2236	573605.7314	1492504.185	10.2899999999999
2237	573913.1722	1492502.70999999	11.73
2238	574220.613299999	1492501.23799999	7.86
2239	574528.0546	1492499.77	11.85
2240	574835.496099999	1492498.30499999	13.2799999999999
2241	575142.937799999	1492496.844	11.9
2242	575450.379799999	1492495.38599999	14.91
2243	575757.821899999	1492493.932	8.94
2244	576065.2643	1492492.482	8.94
2245	576372.707	1492491.03499999	6.84
2246	576680.149899999	1492489.59199999	12.94
2247	576987.5929	1492488.152	12.49
2248	577295.036199999	1492486.716	14.18
2249	577602.4797	1492485.283	11.0299999999999
2250	577909.923399999	1492483.854	11.2899999999999
2251	578217.367399999	1492482.428	12.34
2252	578524.8116	1492481.006	14.57
2253	578832.256	1492479.58799999	23.85
2254	579139.700599999	1492478.17299999	23.5599999999999
2255	579447.145499999	1492476.762	23.9499999999999
2256	579754.590699999	1492475.354	20.9499999999999
2257	580062.035999999	1492473.94999999	15.55
2259	572992.354599999	1492812.63899999	8.14
2260	573299.7915	1492811.15599999	9.44999999999999
2261	573607.2286	1492809.678	12.39
2262	573914.6659	1492808.20299999	10.83
2263	574222.103499999	1492806.73099999	9.52999999999999
2264	574529.541199999	1492805.263	12.96
2265	574836.979199999	1492803.799	10.32
2266	575144.4174	1492802.33799999	10.84
2267	575451.8558	1492800.87999999	11.6199999999999
2268	575759.294499999	1492799.42599999	7.49
2269	576066.7334	1492797.976	7.49
2270	576374.172499999	1492796.53	11.69
2271	576681.611799999	1492795.08599999	10.6999999999999
2272	576989.0513	1492793.647	8.32
2273	577296.491	1492792.21099999	18.46
2274	577603.930999999	1492790.77799999	21.75
2275	577911.3712	1492789.34899999	15.9499999999999
2276	578218.8116	1492787.924	14.77
2277	578526.2523	1492786.502	15.67
2278	578833.693199999	1492785.084	19.98
2279	579141.1343	1492783.66899999	22.6499999999999
2280	579448.5757	1492782.25799999	21.8999999999999
2281	579756.0172	1492780.851	24.5599999999999
2282	580063.459	1492779.44699999	16.27
2283	580370.900999999	1492778.046	10.47
2285	572993.858699999	1493118.127	10.74
2286	573301.292099999	1493116.645	11.82
2287	573608.7256	1493115.16699999	9.88
2288	573916.1594	1493113.692	9.56
2289	574223.5934	1493112.21999999	10.1099999999999
2290	574531.027699999	1493110.753	12.0399999999999
2291	574838.4621	1493109.28799999	18.37
2292	575145.896799999	1493107.82799999	19.69
2293	575453.331699999	1493106.37	10.0399999999999
2294	575760.766799999	1493104.91699999	16.6999999999999
2295	576068.2022	1493103.46699999	16.6999999999999
2296	576375.637699999	1493102.02	10.84
2297	576683.0735	1493100.57799999	11.0399999999999
2298	576990.509399999	1493099.138	9.69
2299	577297.9457	1493097.702	14.6199999999999
2300	577605.3821	1493096.27	12.33
2301	577912.818699999	1493094.841	17.64
2302	578220.2556	1493093.41599999	21.52
2303	578527.692799999	1493091.995	17.75
2304	578835.1302	1493090.577	17.92
2305	579142.567799999	1493089.162	16.6299999999999
2306	579450.005499999	1493087.752	19.4699999999999
2307	579757.443599999	1493086.344	24.05
2308	580064.881799999	1493084.93999999	24.0399999999999
2309	580372.3203	1493083.54	23.78
2312	572995.362599999	1493423.61199999	10.76
2313	573302.7924	1493422.12999999	10.4
2314	573610.2225	1493420.652	14.3699999999999
2315	573917.652699999	1493419.17699999	11.44
2316	574225.083199999	1493417.706	8.53999999999999
2317	574532.5139	1493416.239	11.52
2318	574839.9448	1493414.77499999	8.77
2319	575147.375899999	1493413.314	15.9
2320	575454.807299999	1493411.857	10.1
2321	575762.238899999	1493410.404	22.23
2322	576069.6707	1493408.95399999	11.5399999999999
2323	576377.1027	1493407.50799999	11.5399999999999
2324	576684.534899999	1493406.06499999	12.07
2325	576991.967399999	1493404.62599999	13.16
2326	577299.400099999	1493403.191	15.27
2327	577606.8329	1493401.759	13.77
2328	577914.2661	1493400.33	13.8599999999999
2329	578221.6994	1493398.905	28.8599999999999
2330	578529.133099999	1493397.48399999	21.34
2331	578836.566899999	1493396.066	29.21
2332	579144.000899999	1493394.652	31.05
2333	579451.435199999	1493393.24099999	25.16
2334	579758.8697	1493391.834	25.8999999999999
2335	580066.3044	1493390.431	23.8599999999999
2336	580373.739399999	1493389.03099999	23.05
2339	572996.866299999	1493729.094	17.1999999999999
2340	573304.2926	1493727.61199999	19.84
2341	573611.719099999	1493726.134	13.76
2342	573919.1458	1493724.65999999	10.42
2343	574226.5727	1493723.189	8.59
2344	574533.9999	1493721.72099999	12.2899999999999
2345	574841.427299999	1493720.25799999	6.66
2346	575148.8549	1493718.797	9.27999999999999
2347	575456.282699999	1493717.341	12.19
2348	575763.7107	1493715.887	12.35
2349	576071.138999999	1493714.438	8.48
2350	576378.5675	1493712.992	8.48
2351	576685.9962	1493711.549	12.02
2352	576993.425099999	1493710.11	22.87
2353	577300.854199999	1493708.675	11.27
2354	577608.283599999	1493707.243	7.68
2355	577915.713199999	1493705.81499999	12.08
2356	578223.143099999	1493704.38999999	23.3599999999999
2357	578530.5731	1493702.969	28.7399999999999
2358	578838.0034	1493701.55199999	27.92
2359	579145.433899999	1493700.138	36.4099999999999
2360	579452.864599999	1493698.72699999	12.39
2361	579760.295599999	1493697.32099999	33.27
2362	580067.726699999	1493695.91699999	20.98
2363	580375.158199999	1493694.51799999	20.28
2364	580682.589799999	1493693.121	22.3299999999999
2367	572998.369799999	1494034.57199999	12.66
2368	573305.792499999	1494033.091	13.27
2369	573613.2155	1494031.61299999	10.4
2370	573920.638599999	1494030.138	10.6999999999999
2371	574228.062099999	1494028.668	10.65
2372	574535.485699999	1494027.20099999	10.6199999999999
2373	574842.9096	1494025.73699999	9.92
2374	575150.3336	1494024.277	9.47
2375	575457.757899999	1494022.82	12.16
2376	575765.1824	1494021.368	18.0599999999999
2377	576072.6071	1494019.918	14.6099999999999
2378	576380.032	1494018.472	14.6099999999999
2379	576687.457199999	1494017.03	10.6999999999999
2380	576994.8826	1494015.591	12.33
2381	577302.308199999	1494014.15599999	9.1
2382	577609.734	1494012.725	10.0399999999999
2383	577917.160099999	1494011.297	11.09
2384	578224.5864	1494009.87199999	18.19
2385	578532.012899999	1494008.45099999	25.78
2386	578839.439699999	1494007.03399999	26.28
2387	579146.866599999	1494005.62	30.53
2388	579454.293799999	1494004.20999999	21.1499999999999
2389	579761.7212	1494002.804	29.6499999999999
2390	580069.1489	1494001.39999999	32.13
2391	580376.576699999	1494000.00099999	15.58
2392	580684.0049	1493998.60499999	12.2899999999999
2395	573307.2922	1494338.56499999	10.71
2396	573614.7116	1494337.08799999	8.91
2397	573922.1313	1494335.614	12.65
2398	574229.551199999	1494334.14299999	12.91
2399	574536.971299999	1494332.67599999	11.48
2400	574844.391599999	1494331.21299999	9.14
2401	575151.812099999	1494329.753	8.57
2402	575459.232899999	1494328.297	10.25
2403	575766.653799999	1494326.844	9.0
2404	576074.074999999	1494325.395	11.26
2405	576381.496399999	1494323.949	11.26
2406	576688.917999999	1494322.50699999	9.34
2407	576996.3399	1494321.06899999	8.91
2408	577303.761999999	1494319.634	9.93
2409	577611.184299999	1494318.20299999	9.44
2410	577918.606799999	1494316.77499999	16.3799999999999
2411	578226.029499999	1494315.351	18.9899999999999
2412	578533.4525	1494313.92999999	15.84
2413	578840.875699999	1494312.513	30.3999999999999
2414	579148.299099999	1494311.09899999	29.4899999999999
2415	579455.722799999	1494309.689	34.2299999999999
2416	579763.146599999	1494308.283	28.25
2417	580070.570799999	1494306.87999999	28.98
2418	580377.995099999	1494305.48099999	20.1999999999999
2419	580685.419699999	1494304.08499999	22.09
2422	573308.791699999	1494644.037	9.32
2423	573616.2077	1494642.55899999	7.85
2424	573923.623799999	1494641.08599999	9.91
2425	574231.040099999	1494639.61499999	12.1999999999999
2426	574538.456699999	1494638.14899999	9.6
2427	574845.8734	1494636.685	8.44999999999999
2428	575153.2904	1494635.226	8.59
2429	575460.707599999	1494633.77	8.78999999999999
2430	575768.125	1494632.317	7.68
2431	576075.5426	1494630.868	15.43
2432	576382.9605	1494629.42299999	15.43
2433	576690.3786	1494627.98099999	9.14
2434	576997.797	1494626.543	8.52999999999999
2435	577305.2155	1494625.108	12.56
2436	577612.6343	1494623.67699999	27.32
2437	577920.053199999	1494622.25	22.92
2438	578227.472399999	1494620.82599999	14.76
2439	578534.8919	1494619.405	12.25
2440	578842.311499999	1494617.98799999	18.94
2441	579149.7314	1494616.57499999	14.35
2442	579457.1515	1494615.165	15.85
2443	579764.571899999	1494613.759	22.42
2444	580071.9925	1494612.35599999	22.02
2445	580379.4133	1494610.95699999	31.3999999999999
2446	580686.834299999	1494609.56199999	30.73
2447	580994.2556	1494608.16999999	33.31
2449	573617.703499999	1494948.02799999	11.13
2450	573925.116	1494946.554	13.43
2451	574232.528799999	1494945.084	12.34
2452	574539.9418	1494943.617	11.1
2453	574847.354999999	1494942.154	13.68
2454	575154.768399999	1494940.695	11.3699999999999
2455	575462.182099999	1494939.239	9.03999999999999
2456	575769.596	1494937.787	9.03999999999999
2457	576077.010099999	1494936.33799999	13.63
2458	576384.4244	1494934.89299999	13.63
2459	576691.839	1494933.45099999	10.3599999999999
